product_name;order_date;quantity;sales;region;profit;discount
Chair Nemo;01/03/2024;1;27990.8;West;3410.14;15
Mobile Sapiente;24/06/2024;3;27957;North;5420.69;20
Juicer Provident;19/05/2024;1;27902.1;South;2176.47;20
Action Figure Repudiandae;26/08/2024;5;27890;North;1860.7;10
Laptop Quaerat;03/07/2024;3;27879.15;South;4386.09;20
Action Figure Voluptatum;13/10/2023;2;27817.6;West;6886.36;15
Clock Repudiandae;13/03/2025;1;27672.6;East;4234.91;5
Refrigerator Accusamus;05/03/2024;1;27668.8;North;4998.79;15
Cushion Fuga;13/10/2023;2;27630;South;2099.8;10
Face Cream Dicta;24/12/2024;2;27590.4;West;3553.54;20
Lamp Animi;01/10/2025;2;27579.6;West;1966.43;10
Lamp Ad;20/05/2024;3;27569.7;East;6420.7;20
Lipstick Vero;30/12/2023;3;27537.6;North;3393.77;0
Cabinet Occaecati;10/06/2025;5;27513;North;5304.31;10
Lipstick Ex;15/07/2024;2;27502.5;North;2987.04;15
Football Commodi;04/02/2025;1;27476.25;North;2496.55;5
Comics Laboriosam;11/12/2024;1;27474;North;4052.31;15
Non-Fiction In;18/04/2025;3;27470.4;East;3942.22;5
Accessories Quasi;01/09/2025;2;27422.7;West;2041.23;10
Camera Tempora;31/12/2024;1;27376;South;6620.01;5
RC Car Veritatis;14/11/2023;1;27343.85;South;6205;10
Comics Illo;22/01/2024;4;27327.6;East;4109.63;20
Kids Wear Vitae;17/01/2024;4;27318.4;West;4598.59;5
Clock Labore;08/02/2025;1;27314.4;West;6791.93;20
Face Cream Laboriosam;25/11/2024;1;27307.95;South;2029.38;15
Tennis Racket Pariatur;23/11/2024;1;27298.4;North;3135.1;0
Face Cream Odio;30/01/2024;3;27285.9;South;3775.78;10
RC Car Explicabo;10/10/2024;2;27280.8;South;6486.86;5
Biography Sint;14/09/2024;1;27223.2;East;5327.56;0
Chair Autem;28/10/2023;1;27211.2;East;5656.69;20
Table Molestias;08/11/2024;3;27184.8;West;5963.27;0
Laptop Modi;09/08/2024;3;27140.55;South;3677;20
Cricket Bat Alias;23/11/2023;4;27043.2;North;5996.3;5
Foundation Facilis;12/04/2024;1;26993.7;North;3260.77;0
Tennis Racket Animi;28/10/2023;2;26976;South;3357.06;5
Women's Wear Tenetur;24/11/2024;1;26961;East;2534.59;0
Bed Ullam;20/04/2024;3;26924.4;North;4913.49;15
Oil Optio;15/05/2024;5;26923.5;North;3448.2;20
Football Soluta;24/01/2025;3;26889;West;5701.61;5
Refrigerator Facere;21/11/2023;1;26874.45;South;1408.57;0
Microwave Vel;24/12/2023;3;26831.1;South;2162.51;20
Doll Dignissimos;01/06/2025;2;26825.6;South;6020.63;15
Sugar Reprehenderit;30/12/2024;3;26824.8;West;6147.14;10
Fiction Velit;31/08/2025;2;26824;West;3134.93;15
Table Deleniti;15/09/2025;1;26813.6;South;6696.42;5
Vase Ab;26/06/2025;4;26812.8;North;6486.74;5
Oil Laboriosam;20/08/2024;1;26778;South;4695.38;10
Shoes Natus;11/07/2024;2;26763.1;South;6185.87;10
Comics Libero;03/09/2025;1;26761.5;East;4030.7;20
Spices Fugit;20/04/2025;1;26726.55;East;6441.75;5
Oil Iste;19/11/2023;2;26681.7;South;4415.46;5
Laptop Fuga;23/08/2025;4;26661.6;East;3224.16;10
Non-Fiction Vel;26/10/2023;1;26652.6;West;4348.45;15
Juicer Aperiam;03/05/2025;1;26540.15;East;4014.05;0
Microwave Officiis;11/07/2025;3;26532;North;3837.38;15
Table Provident;12/06/2025;1;26509.6;South;2908.25;5
Dumbbells Suscipit;19/07/2024;1;26505.55;East;3839.14;20
Clock Exercitationem;06/03/2024;1;26458.8;South;3222.21;5
Chair Nesciunt;19/09/2025;2;26411.9;North;3768.47;15
Face Cream Dolores;30/09/2024;1;26366.4;North;4228.45;5
Laptop Voluptas;28/05/2024;3;26325;North;5599.31;20
Mixer Grinder Alias;22/07/2025;1;26313.6;North;6364.28;0
Comics Esse;01/06/2024;2;26309.2;North;5482.58;15
Cricket Bat Doloremque;06/03/2025;2;26198.7;North;6130.13;0
Men's Wear Natus;06/06/2025;1;26149;West;5801.64;20
Fiction Eaque;06/04/2025;1;26132;West;2268.91;20
Microwave Iste;02/03/2025;1;26063;East;4375.72;10
Bed Praesentium;31/07/2025;2;26036;South;4611.76;10
Camera Porro;11/06/2024;1;26023.5;South;1621.5;0
Microwave Voluptates;12/06/2025;5;26000;North;3546.45;10
Sugar Labore;14/02/2024;1;25956.9;West;2731.44;5
Cabinet Nobis;05/12/2023;5;25949.25;East;1306.37;10
Football Reprehenderit;21/01/2025;2;25947.2;North;4888.54;0
Wheat Tenetur;12/01/2025;2;25916;North;1946.69;5
Clock Labore;06/08/2024;1;25908.4;East;3410.62;15
Camera Laudantium;12/01/2025;3;25908;South;4060.42;15
Lipstick Deserunt;24/01/2025;1;25832.35;East;2886.23;20
Sofa Quod;21/04/2024;2;25795.8;South;2741.07;20
Accessories Eligendi;23/01/2025;1;25789.5;South;5686.13;15
RC Car Fugiat;12/01/2025;5;25785;West;3229.48;15
Cookware Set Autem;24/09/2024;4;25776;South;4745.84;10
Accessories Architecto;12/12/2023;4;25716;East;5562.16;10
Mobile Numquam;05/02/2024;2;25702;South;4306.22;20
Women's Wear Laudantium;16/06/2025;1;25700;North;2074.63;20
Table Harum;11/10/2024;2;25697.5;South;2936.71;10
Puzzle Veniam;06/12/2023;1;25673;North;5287.23;20
Lipstick Modi;15/09/2025;3;25660.8;East;2214.06;10
Tennis Racket Consequuntur;15/09/2025;3;25641;South;3075.2;10
Football Eius;27/09/2025;1;25617;North;5013.92;5
Vase Tempore;15/09/2024;3;25551;South;4355.69;20
Mobile Debitis;03/03/2025;1;25530.3;West;5463.63;0
Cushion Dicta;19/07/2025;1;25508.45;East;6049.36;10
Cricket Bat Sint;13/04/2024;1;25492.5;South;2994.68;20
Cricket Bat Sint;24/10/2024;1;25464;South;1997;0
Camera Ipsa;06/07/2025;1;25441.35;South;1419.79;10
Face Cream Repellat;10/07/2025;1;25431.3;East;3959.79;10
Bed Ipsa;16/10/2023;1;25337.7;West;1913.13;15
Laptop Aperiam;29/05/2025;2;25247.2;West;2401.94;0
Wheat Nostrum;07/04/2025;1;25202.5;South;5188.84;20
Juicer Fugit;12/08/2025;2;25198.4;South;2935.24;15
Non-Fiction Hic;27/10/2024;3;25178.4;West;1861.94;20
Smartwatch Harum;30/03/2024;1;25028.25;East;4540.3;10
Cabinet Cupiditate;19/12/2023;1;24974.1;West;2221.99;0
Dumbbells Magnam;24/05/2024;2;24944.1;East;2237.36;5
Football Molestiae;05/04/2024;3;24931.8;East;2440.9;10
Accessories Nulla;22/11/2023;2;24922;West;2430.18;20
Board Game Optio;02/06/2025;1;24822.55;South;3656.32;10
Non-Fiction Debitis;29/03/2025;3;24821.7;East;3183.42;10
Non-Fiction Modi;08/05/2025;4;24820;West;4229.35;5
Cabinet Deserunt;27/04/2025;3;24807.6;East;3715.82;15
Textbook Error;10/08/2024;1;24797.6;East;2698.76;15
Dumbbells Quaerat;18/09/2024;2;24778;East;2842.74;15
Women's Wear Odio;24/01/2024;3;24735;South;5477.11;5
Non-Fiction Doloremque;19/10/2024;1;24665.3;South;4789.24;5
Cabinet Dolor;23/09/2024;1;24655.5;North;2317.42;0
Headphones Voluptates;15/04/2025;1;24645;East;3160.6;20
Biography Nam;11/06/2024;3;24638.25;South;5116.79;0
Lipstick Accusantium;08/03/2025;4;24588.8;North;4643.94;5
Shoes Unde;11/11/2023;3;24510;West;4857.5;10
Yoga Mat Rerum;03/07/2024;1;24437.6;West;1504.09;10
Accessories Voluptatibus;02/08/2024;1;24306;West;1504.88;0
Men's Wear Aliquid;07/09/2025;3;24302.7;North;3186.17;5
Comics A;08/04/2025;3;24295.2;South;1858.6;20
Doll Assumenda;09/06/2025;2;24264;East;5938.85;10
Laptop Maxime;13/09/2025;4;24156;West;3015.79;20
Table Placeat;31/07/2025;1;24144.3;West;4041.1;5
Kids Wear Laudantium;01/08/2024;4;24120;South;3561.9;20
Cabinet Perspiciatis;15/05/2025;1;24106.85;West;2014.08;0
Smartwatch Iste;19/12/2024;2;24044.5;South;3044.58;5
Mobile Dolorem;27/09/2024;1;24001.6;South;3933.68;5
Spices Eius;11/10/2023;2;23987.2;East;3757.96;15
Oil Facere;26/04/2024;1;23921;East;5638.06;5
Bed Ut;08/09/2024;1;23913.05;East;2812.38;0
Sugar Ratione;29/01/2025;1;23907.2;South;3202.55;20
Foundation Rerum;20/10/2023;1;23904.8;East;4721.56;20
Face Cream Molestias;26/02/2025;2;23891.4;North;1916.08;20
Face Cream Harum;19/11/2023;5;23856;East;2508.49;10
Yoga Mat Sed;03/02/2024;3;23856;North;1667.57;5
Sofa Temporibus;17/06/2024;1;23826;North;5582.01;10
Cookware Set Similique;19/02/2025;1;23810.2;North;1720.57;5
Perfume Non;17/11/2023;1;23809;North;2711.17;5
Mixer Grinder Architecto;01/05/2024;1;23784.2;West;4808.18;20
Wall Art Dolores;06/01/2024;2;23765.2;West;1926.46;0
Foundation Iste;21/02/2024;1;23737.95;North;5506.37;15
Puzzle Magni;01/03/2025;2;23716;South;1920.82;10
Wall Art Quos;01/09/2025;5;23670;East;4727.76;5
Spices Minus;05/08/2025;1;23658.8;West;2127.44;20
Puzzle Voluptatem;03/02/2025;1;23648.4;West;4176.79;15
Smartwatch Saepe;18/06/2024;3;23579.1;West;4793.63;5
Wall Art Quasi;07/02/2025;2;23518.4;South;3438.62;5
Oil Mollitia;29/02/2024;5;23496;West;1329.73;0
Women's Wear Sapiente;26/08/2025;1;23469.6;East;5250.97;20
Board Game Omnis;20/04/2025;2;23461.2;West;1481.05;0
Football Eos;27/01/2024;2;23441.3;West;4454.78;15
Cookware Set Nisi;09/04/2024;2;23376.7;South;5552.74;20
Biography Similique;08/01/2025;2;23366.4;West;3269.92;0
Juicer Odio;14/12/2023;1;23237;East;3226.67;15
Wheat Sint;17/10/2024;3;23233.2;North;1549.6;10
Action Figure Mollitia;01/03/2025;1;23163.85;West;1717.34;10
Lamp Id;02/05/2024;2;23029.9;North;2474.98;15
Football Placeat;08/01/2025;1;22984.2;East;1658.79;20
Fiction Ad;15/12/2024;1;22975;East;3383.11;10
Cookware Set Hic;15/04/2024;1;22947.2;North;4436.45;10
Puzzle Saepe;28/12/2023;1;22924.45;South;4044.19;20
Wheat Eaque;18/09/2025;1;22918;South;4916.15;5
Action Figure Voluptatem;03/09/2024;1;22916;East;1924.59;15
Wheat Soluta;01/11/2024;5;22890;South;2739.12;5
Doll Hic;09/12/2024;4;22883.6;North;5031.02;5
Cookware Set In;17/02/2024;3;22876.95;East;4882.74;0
Clock Nam;26/06/2025;1;22873.5;West;5134.3;10
Camera Laborum;10/06/2024;1;22865;North;1980.35;20
Wall Art Molestiae;05/06/2025;2;22805.5;South;1500.7;20
Headphones Laboriosam;11/08/2025;3;22778.4;West;1824.18;5
Cricket Bat Sit;19/02/2024;1;22765;West;3158.12;20
Kids Wear Eum;17/04/2025;1;22723;South;3015.02;20
Shoes Consectetur;08/06/2024;1;22712;South;2991.34;10
Rice Illo;25/05/2024;1;22707.9;South;2207.4;10
Board Game Quis;22/11/2023;1;22705.6;West;1707.73;10
Football Maiores;13/02/2024;1;22703;East;4318.76;10
RC Car Animi;29/05/2024;2;22701.2;South;5387.57;5
Bed Quaerat;01/03/2024;2;22673.6;South;5175.97;20
Cookware Set Magni;20/07/2025;1;22617.6;South;1518.06;20
Mobile Distinctio;01/10/2025;5;22576;West;4206.17;5
Kids Wear Voluptatem;02/04/2025;1;22562.4;South;4482.2;15
Foundation Consequuntur;30/10/2023;4;22544;East;5288.58;5
Cookware Set Occaecati;10/04/2024;2;22496.1;North;2505.09;15
Bed Quaerat;14/06/2025;2;22486;West;2266;20
Vase Ullam;07/10/2024;1;22466.35;East;1244.25;15
Microwave Possimus;29/12/2023;2;22444.2;East;1748.38;10
Rice Quis;24/08/2024;1;22349.7;North;2813.7;20
Perfume Alias;20/01/2024;4;22348;West;2065.85;10
RC Car Cupiditate;14/06/2024;1;22338.4;South;1361.3;5
Fiction Neque;29/03/2025;2;22325;North;4532.09;0
Juicer Ullam;11/07/2025;3;22318.35;East;5354.13;0
Yoga Mat Repellat;24/07/2024;1;22307.9;East;2350.07;0
Vase Debitis;04/12/2023;4;22260;South;3227.59;0
Action Figure Deserunt;24/10/2024;4;22240.8;East;1545.38;20
Wall Art Nihil;08/08/2024;2;22100;South;3823.32;10
Bed Dicta;10/10/2024;3;22077.6;West;3220.79;15
Puzzle Dolores;16/02/2024;1;21997.15;West;2045.29;20
Cushion Ratione;06/10/2023;1;21994.2;East;5463.56;15
Football Dolore;28/08/2024;2;21979.8;West;2177.63;10
Table Nam;15/10/2024;1;21883.25;West;2729.64;5
Shoes Consequuntur;06/06/2025;2;21851.8;North;5341.2;5
Football Est;03/06/2024;1;21845.85;East;2165.71;5
Table Sequi;08/10/2023;5;21772;West;1774.64;5
Cookware Set Harum;07/05/2025;3;21751.5;East;3356.24;0
Bed Ab;30/08/2025;1;21737.6;East;4453.6;10
Yoga Mat A;17/08/2024;2;21669.5;East;2977.36;15
Table Ab;25/02/2025;1;21650;West;1194.52;10
Action Figure Quos;10/07/2025;1;21629.6;South;5064.13;5
Kids Wear Magni;06/10/2023;2;21578.4;South;1440.36;0
Clock Necessitatibus;02/03/2024;4;21528;South;1168.16;5
Cabinet Ullam;01/09/2025;1;21520.8;South;1786.22;0
Cookware Set Harum;11/02/2025;4;21500;North;3932.93;15
Non-Fiction Perferendis;04/07/2024;5;21484.25;South;3028.34;10
Face Cream Consequatur;09/09/2025;2;21459.2;North;3353.32;10
Lamp Voluptas;01/10/2025;3;21438;West;3306.51;5
Puzzle Quis;30/10/2024;2;21426.3;North;3629.78;20
Lipstick Beatae;14/06/2025;2;21420;East;2771.97;0
Chair Quisquam;22/11/2023;1;21404.7;East;3877.56;5
Cricket Bat Minima;09/01/2025;1;21397.5;North;1453.83;10
Table Animi;06/05/2025;5;21370.25;West;4191.3;5
Wall Art Culpa;08/01/2024;1;21343.2;West;2122.3;10
Wall Art Aspernatur;17/04/2024;1;21299;East;3062.26;5
Men's Wear Deleniti;18/11/2024;3;21184.2;South;3520.75;15
Football Ea;24/01/2024;5;21175.5;South;3963.23;20
Vase Necessitatibus;02/06/2024;2;21146.3;West;4550.13;0
Table Amet;17/04/2024;1;21119.2;South;3370.88;20
Comics Qui;05/05/2024;1;21057.05;West;1398.89;20
Cookware Set Eveniet;24/06/2025;1;21014.1;West;2000.53;5
Shampoo Minus;06/10/2023;5;21006;West;1257.33;15
Cabinet Quasi;01/07/2025;2;20972.8;East;2193.88;20
Face Cream Corrupti;07/07/2024;1;20960;South;2875.86;5
Shoes Possimus;16/01/2024;4;20932;East;3998.28;15
Wall Art Saepe;28/05/2025;3;20854.8;West;3448.12;15
Puzzle Consequuntur;30/10/2023;1;20848.8;South;3135.98;5
Non-Fiction Quod;18/04/2025;1;20838;West;5084.45;15
Non-Fiction Nemo;07/03/2025;1;20833;South;4424.95;15
Action Figure Placeat;09/12/2024;1;20828;East;2957.26;10
Table Expedita;01/04/2025;3;20825.85;South;3866.48;15
Table Nulla;12/09/2024;1;20791.7;South;5177.42;15
Football Magni;09/08/2024;2;20680;South;3091.38;0
Kids Wear Natus;05/01/2025;2;20651.1;West;4118.7;20
Accessories Rem;26/01/2025;3;20613.6;North;2863.97;20
Face Cream Necessitatibus;22/06/2024;5;20605;North;2931.88;15
Microwave Excepturi;21/06/2024;4;20604;West;2815.48;15
Perfume Optio;05/11/2023;1;20516.8;East;4653.55;10
Tennis Racket Veritatis;30/01/2025;2;20485.8;South;2609.18;0
Spices Eos;01/01/2024;1;20378.4;East;3782.89;0
Oil Recusandae;03/01/2025;1;20292;East;3546.66;5
Textbook Beatae;13/01/2024;2;20274;North;1362.93;0
Lamp Culpa;05/05/2025;1;20244;North;5010.18;10
Dumbbells Odio;02/04/2024;3;20235;West;1635.15;10
Wheat A;04/04/2025;2;20165.4;North;3987.05;10
Foundation Fugiat;31/01/2025;2;20121;West;1752.21;20
Cookware Set Dolores;13/12/2023;1;20116.25;East;3692.27;15
Face Cream Voluptatum;11/04/2024;3;20109.6;North;1613.25;20
Cushion Sed;07/07/2025;3;20100;West;2810.24;20
Puzzle Nulla;23/06/2024;2;20072;North;2542.42;20
Foundation Iusto;02/08/2025;2;20064;West;1988.7;5
Kids Wear Commodi;09/11/2023;3;20009.85;North;1604.55;0
Lamp Sed;28/10/2023;2;20008.9;West;1003.16;10
Microwave Eveniet;15/07/2025;2;19969.2;West;4050.75;10
Wheat Laboriosam;17/10/2023;1;19910.4;North;3164.1;10
Kids Wear Fugit;08/09/2025;1;19871;East;1381.21;15
Foundation Corporis;25/08/2025;4;19849.6;South;3653.93;20
Tennis Racket Reprehenderit;26/07/2024;3;19821.6;West;4289.46;5
Fiction Nesciunt;19/10/2024;1;19719.15;South;4085.38;10
Rice Aperiam;08/02/2024;1;19714.4;South;3850.45;0
Doll Nemo;26/09/2025;1;19651.7;South;3465.12;5
Face Cream Facere;27/02/2024;2;19646;South;1444.45;20
Action Figure Iste;02/07/2025;3;19586.55;West;4318.6;0
Juicer Nostrum;07/05/2024;1;19561.5;West;4391.08;5
Fiction Eligendi;16/09/2024;1;19545.6;South;1103.52;20
Vase Molestiae;24/11/2023;1;19506;South;2911.1;0
Sugar At;08/11/2024;1;19470.1;North;2548.3;15
Face Cream Repellat;13/10/2024;2;19402.2;East;4298.75;0
Men's Wear Molestias;06/08/2024;1;19394;South;2147.59;0
Sugar Reiciendis;28/11/2023;1;19369;East;1170.51;10
Biography Nesciunt;18/05/2025;3;19346.85;North;4309.89;5
Camera Atque;23/06/2025;1;19236.8;West;1484.91;10
Textbook Quam;29/09/2025;3;19231.8;North;2133.85;20
Non-Fiction Vitae;29/07/2024;1;19231.8;South;1600.32;5
Mobile In;05/09/2024;1;19193;South;1298.16;20
Sugar Quisquam;13/03/2025;1;19192;West;3002.24;20
Biography Praesentium;24/03/2025;5;19174.5;East;1273.76;15
Dumbbells Nesciunt;20/02/2024;1;19167.2;West;1979.73;10
Laptop Tenetur;16/12/2023;2;19066;South;4208.46;10
Clock At;17/11/2024;2;19016;North;4632.78;15
Lipstick Eveniet;28/08/2024;2;19015.2;East;4365.82;20
Men's Wear Non;23/02/2024;2;18964;South;3502.53;10
Cricket Bat Harum;27/02/2024;1;18941.4;West;4681.16;20
Cookware Set Maiores;22/09/2025;1;18913.55;North;2259.66;15
Wall Art Officia;05/07/2024;1;18905.95;North;3976.94;15
Face Cream Ipsam;09/03/2024;5;18861.5;West;3782.64;15
Laptop Consequuntur;31/12/2024;1;18787.2;West;3486.09;0
Textbook Doloribus;02/10/2025;4;18745.2;West;3954.92;20
Wheat Sed;18/03/2025;1;18745.05;North;1463.16;0
Lipstick Occaecati;12/10/2023;1;18730.4;West;2265.41;0
Football Commodi;08/11/2024;1;18676;East;977.31;0
Microwave Provident;03/11/2024;5;18658;East;1585.91;5
Non-Fiction Impedit;13/11/2023;3;18630;East;1718.23;5
Men's Wear Nobis;15/10/2023;1;18574.2;East;3472.99;0
Lipstick Tempora;07/03/2024;1;18558.4;East;2110.66;0
Vase Vitae;04/10/2023;3;18518.4;East;2273.75;5
Kids Wear Accusamus;14/04/2025;5;18453.5;West;1982.56;10
Bed Dolorem;10/07/2024;5;18400;North;970.7;5
Wheat Necessitatibus;04/02/2024;1;18347.25;North;2938.7;20
Kids Wear Exercitationem;29/08/2024;5;18328;North;2717.3;5
Foundation Totam;06/02/2024;1;18325.5;North;2830.27;15
Cricket Bat Placeat;22/11/2024;2;18284.4;North;2902.96;0
Cricket Bat Consequuntur;15/02/2024;1;18238.45;West;1272.49;0
Table Ipsa;24/10/2023;4;18208;East;3976.68;0
Oil Ullam;23/08/2024;1;18085.6;West;2273.32;0
Mobile Beatae;23/07/2025;1;18079.45;East;3429.94;5
Bed Pariatur;02/03/2024;1;18065.7;East;4015.11;0
Clock Corporis;21/03/2025;2;18037.8;South;1793.94;10
Fiction Fugiat;01/04/2024;2;17985.4;East;1606.5;20
Spices Nostrum;01/12/2023;4;17978.4;East;2589.61;5
Spices Reiciendis;28/03/2024;3;17949.6;East;2704.4;0
Doll Sit;21/03/2024;1;17904;South;2671.04;15
Lamp Tempore;01/09/2024;1;17898.4;West;1548.95;0
Sofa Vero;30/12/2024;3;17788.8;South;979.48;20
Cushion Corrupti;06/11/2023;3;17787.6;North;1038.98;5
Vase Necessitatibus;16/05/2025;2;17748;East;4403.6;15
Microwave In;09/05/2025;2;17685.2;East;4267.22;10
Sugar Ipsum;26/03/2024;2;17615.4;East;3322.79;0
Cabinet Nihil;11/09/2025;1;17599;South;1392.83;5
Kids Wear Itaque;01/09/2024;1;17553.15;East;3344.4;10
Oil Mollitia;10/11/2024;2;17492;West;1972.22;15
Microwave Eius;27/03/2025;2;17479.8;East;2640.87;5
Comics Quibusdam;03/12/2024;1;17459.1;West;1487.91;0
Juicer Debitis;30/05/2025;2;17443.7;South;2353.12;5
Juicer Aperiam;17/03/2025;5;17442;North;3055.07;15
Bed Molestiae;06/10/2023;3;17433.9;East;3456.69;5
Vase Rem;14/10/2024;5;17419.5;East;1304.37;5
Foundation Deserunt;15/06/2024;2;17398.3;East;3437.35;15
Vase Totam;30/08/2025;1;17371.8;South;1821.16;10
Cricket Bat Dolore;05/04/2024;3;17370.6;East;4006.36;15
Cookware Set Corporis;10/12/2024;1;17341;South;2656.37;20
Chair Quo;11/01/2025;1;17300.05;West;1476.21;15
Dumbbells Eveniet;30/03/2025;3;17250;North;3349.12;10
Cookware Set Doloremque;24/08/2025;2;17217.6;North;4139.82;0
Camera Sequi;31/05/2024;3;17202;East;2623.45;15
Table Commodi;17/09/2025;1;17156;South;2423.59;20
Action Figure Pariatur;25/07/2024;2;17149.6;North;1071.1;0
Shoes Asperiores;23/05/2024;4;17126.4;South;1853.44;0
Foundation Temporibus;22/09/2025;2;17120;East;1933.29;5
Face Cream Recusandae;15/10/2024;4;17054.4;South;2561.68;10
Biography Facere;02/10/2024;2;17005.1;East;2554.96;15
Sofa Exercitationem;18/04/2024;1;16997;North;2959.07;15
Cushion Ad;21/05/2025;4;16960;West;2057.37;15
Women's Wear Aperiam;07/01/2024;1;16946.45;North;2578.7;5
Laptop Numquam;04/08/2025;5;16923.5;East;2826.72;0
Sofa Aut;13/08/2025;1;16861.45;North;1842.75;15
Dumbbells Accusamus;25/08/2024;2;16858.7;East;2506.08;0
Juicer Cum;30/07/2025;1;16791.75;West;1036.5;5
Yoga Mat Maxime;24/07/2024;5;16781.75;South;2231.33;0
Camera Expedita;06/04/2025;1;16770.5;South;3416.82;15
Dumbbells Illum;17/12/2023;1;16696.25;North;1664.8;15
Headphones Nam;11/11/2024;1;16681.6;West;2362.07;5
Cookware Set Beatae;23/10/2024;3;16644;East;2668.12;0
RC Car Quaerat;16/02/2025;4;16642.8;South;878.41;5
Refrigerator At;25/08/2025;1;16640.8;North;2572.78;10
Vase Quia;15/06/2025;2;16561.4;North;3249.54;20
Shampoo Nisi;08/04/2025;5;16552;North;3141.34;15
Fiction Itaque;18/10/2023;3;16551;West;1712.4;10
Mobile Culpa;12/04/2025;1;16549.95;South;856.38;5
Laptop Consectetur;04/01/2024;3;16547.1;East;1376.82;15
RC Car Qui;19/08/2024;1;16509.1;East;3057.67;10
Camera Quod;11/07/2024;3;16421.4;South;2105.21;10
Sofa Occaecati;26/08/2025;1;16402.7;West;1077.72;0
Comics Voluptatibus;08/09/2024;3;16358.25;East;1430.73;0
Lamp Exercitationem;02/12/2023;2;16344;South;3724.06;15
Tennis Racket Atque;13/02/2025;3;16279.2;West;1772.92;20
Oil Voluptatem;10/03/2025;1;16265.9;East;906.59;15
Shoes Facere;06/04/2025;1;16259.4;South;888.36;15
Smartwatch Odit;09/12/2023;4;16252;North;3580.22;10
Juicer Iure;11/12/2023;5;16248;West;3057.16;5
Cookware Set Modi;13/06/2025;2;16233.6;North;1766.93;20
Lamp Adipisci;08/04/2024;1;16229.9;West;1241.6;10
Oil Sequi;19/03/2025;1;16219;South;2677.64;0
Accessories Culpa;02/04/2025;3;16207.8;West;3867.62;15
Mobile Laboriosam;01/05/2024;1;16150.95;North;3687.17;0
Spices Dolor;08/03/2024;2;16134.8;South;3039.15;15
Laptop Asperiores;25/10/2024;1;16053.3;South;2296.08;0
Refrigerator Veritatis;02/04/2024;1;16046;West;826.03;10
Sugar Magnam;20/08/2025;2;16017.6;South;2800.68;0
Dumbbells Velit;08/04/2024;5;15988.5;North;1038.21;10
Cookware Set Vero;29/08/2025;1;15987.65;East;3254.85;15
Smartwatch Unde;18/11/2023;1;15975;West;1906.84;0
Bed Iusto;26/06/2025;3;15938.1;East;3911.85;20
Comics Quo;21/04/2025;1;15894.4;East;1844.37;20
Table Nihil;22/02/2024;1;15855.9;East;3110.47;5
Wall Art Dolor;21/10/2023;1;15851.2;West;2303.15;15
Puzzle Consectetur;20/03/2025;1;15838.2;South;2735.84;0
Football Exercitationem;06/08/2024;1;15831.2;East;3397.26;0
Cookware Set Incidunt;14/01/2024;1;15825.6;West;3032.16;20
Dumbbells Soluta;16/11/2024;1;15786.2;West;3123.61;5
Kids Wear Aliquid;21/06/2025;1;15748;East;2754.67;20
Textbook Veritatis;17/03/2025;1;15722;East;3739.94;0
Football Eos;16/08/2024;5;15716;South;2467.77;0
Lipstick Ex;17/07/2025;1;15713;West;3340.58;5
Board Game Laudantium;06/10/2024;2;15700;West;2238.45;10
Puzzle Corrupti;04/04/2024;5;15640;East;3775.05;0
Oil Cupiditate;14/02/2024;1;15638.4;East;1947.58;5
Wheat Sint;25/03/2024;2;15589;West;3591.92;10
Sugar Sed;20/10/2024;1;15467.45;North;2999.8;0
Puzzle Tempore;17/07/2024;1;15455.7;West;3606.43;15
Football Aliquid;19/02/2025;1;15453.9;South;2299.55;20
Cabinet Natus;01/11/2024;1;15443.2;West;1764.79;10
Doll Debitis;01/08/2024;2;15434.3;North;2682.4;10
Wall Art Enim;02/12/2023;4;15415.6;South;3687;0
Kids Wear Harum;20/05/2024;1;15395.2;West;3538.69;20
Shampoo Voluptatem;09/06/2025;1;15345;North;3206.58;10
Spices Hic;22/02/2025;2;15332.3;East;1374.04;0
Lamp Repellat;10/08/2024;5;15268;East;3502.37;0
Face Cream Nemo;12/02/2025;2;15262.7;West;794.52;20
Puzzle Minus;28/05/2025;5;15214.25;South;2757.76;0
Shoes Fugit;21/02/2025;1;15175.8;West;2398.05;15
Headphones Aliquid;04/06/2025;2;15154;South;2025.72;0
Cushion Delectus;21/10/2024;1;15136.2;East;3112.38;20
Fiction Possimus;17/06/2025;2;15103.1;West;1095.15;20
Sugar Inventore;15/01/2024;5;15095;East;858.18;10
Yoga Mat Distinctio;06/07/2024;2;15075.2;North;2185.72;20
Camera Sunt;09/06/2025;5;15005.25;West;3290.52;0
Kids Wear Vero;17/11/2023;1;15001.6;East;2623.47;5
Oil Quisquam;01/02/2025;4;14972.8;East;3146.42;20
Women's Wear Magnam;18/10/2024;1;14966.4;East;2805.04;5
Rice Similique;07/08/2025;4;14877;North;2553.77;20
Non-Fiction Dicta;21/06/2024;1;14850.4;East;3463.33;0
Textbook Veniam;01/10/2025;1;14796;East;2263.34;20
Tennis Racket Repellendus;23/01/2025;2;14734;East;3181.88;15
Wheat Repellendus;12/10/2024;2;14708.8;East;1707.41;15
Cabinet Quasi;24/08/2025;2;14657.4;North;2809.2;10
Chair Iusto;06/06/2024;2;14636.8;North;3549.47;5
Cabinet Id;17/07/2024;1;14630.4;North;1675.17;15
Mixer Grinder Non;02/05/2025;5;14598;North;3173.08;5
Cookware Set Minima;03/08/2024;2;14562.2;West;2893.23;0
